paragraph_id,original_ai_probability,token_removal_probability,phrase_removal_probability,random_removal_probability
pride_and_prejudice_TClass_P26,0.9981643557548524,0.9977980852127075,0.9983312487602234,0.9984822869300842
pride_and_prejudice_TReput_P20,0.9981643557548524,0.9977980852127075,0.9983312487602234,0.9978299736976624
pride_and_prejudice_TClass_P22,0.945605993270874,0.11293171346187592,0.4881112575531006,0.45767542719841003
