label,commas_per_1000,semicolons_per_1000,colons_per_1000,em_dashes_per_1000,hyphens_per_1000,parentheses_per_1000,questions_per_1000,exclamations_per_1000,punctuation_marks_per_sentence
AI,95.78078083618661,7.296524874467611,1.463575485928439,10.106919904754852,9.081268046610273,1.7114285786985384,19.19072176897421,11.795246489494177,1.834573723896745
Human,86.41102298364083,10.361323675086686,4.665480636013677,4.932489891365082,12.306793660122326,1.4665677945217845,15.354226792390106,10.563126904212439,2.362986462594739
