label,number_of_sentences,mean_sentence_length,median_sentence_length,standard_deviation_sentence_length,coefficient_of_variation_sentence_length,minimum_sentence_length,maximum_sentence_length,mean_word_length,median_word_length,standard_deviation_word_length
AI,4.917948717948718,15.341900267598646,14.54102564102564,10.046481741049378,0.6686784238600343,3.41025641025641,29.702564102564104,4.774415853306941,4.2615384615384615,2.5349263132117534
Human,5.625641025641026,18.44677406638945,17.587179487179487,12.697064312616844,0.6966635018274461,3.194871794871795,37.33846153846154,4.4620878213549675,3.8615384615384616,2.4152936812137797
