label,number_of_sentences,mean_sentence_length,median_sentence_length,standard_deviation_sentence_length,coefficient_of_variation_sentence_length,minimum_sentence_length,maximum_sentence_length,mean_word_length,median_word_length,standard_deviation_word_length
AI,4.21882951653944,15.329771092522199,14.723918575063614,7.894196586192166,0.5547785969217985,5.918575063613232,26.389312977099237,4.636156985137774,4.185750636132315,2.345380458831726
Human,4.717557251908397,18.898937922411204,17.98854961832061,10.781123074800485,0.6047567467720939,6.086513994910941,34.659033078880405,4.350791830184502,3.856234096692112,2.237690409210192
