label,number_of_sentences,mean_sentence_length,median_sentence_length,standard_deviation_sentence_length,coefficient_of_variation_sentence_length,minimum_sentence_length,maximum_sentence_length,mean_word_length,median_word_length,standard_deviation_word_length
AI,3.5303030303030303,15.317825692825693,14.904040404040405,5.774521812469154,0.4426045249371725,8.38888888888889,23.126262626262626,4.499992948304503,4.111111111111111,2.158706511336244
Human,3.823232323232323,19.344250810917476,18.383838383838384,8.894211249678312,0.5142425183084893,8.934343434343434,32.02020202020202,4.241182141910557,3.851010101010101,2.062778095873326
