paragraph_id,label,number_of_sentences,mean_sentence_length,median_sentence_length,standard_deviation_sentence_length,coefficient_of_variation_sentence_length,minimum_sentence_length,maximum_sentence_length,mean_word_length,median_word_length,standard_deviation_word_length
pride_and_prejudice_TPride_P19,AI,4,6.5,5.5,4.716990566028302,0.7256908563120464,1,14,5.56,5.0,2.483223711227001
pride_and_prejudice_TPride_P20,Human,2,26.5,26.5,25.5,0.9622641509433962,1,52,4.076923076923077,3.5,2.302558391860887
pride_and_prejudice_TPride_P20,AI,2,10.5,10.5,5.5,0.5238095238095238,5,16,6.285714285714286,6.0,3.0572763655760995
pride_and_prejudice_TPride_P21,Human,6,18.333333333333332,16.0,11.440668201153674,0.624036447335655,1,36,4.745454545454545,4.0,2.570590182097784
pride_and_prejudice_TPride_P21,AI,4,6.75,7.5,4.380353866983808,0.6489413136272307,1,11,5.444444444444445,5.0,2.871743996293352
pride_and_prejudice_TPride_P22,Human,2,33.5,33.5,14.5,0.43283582089552236,19,48,4.850746268656716,4.0,2.776520593703961
pride_and_prejudice_TPride_P22,AI,2,10.5,10.5,5.5,0.5238095238095238,5,16,6.285714285714286,6.0,3.0572763655760995
pride_and_prejudice_TPride_P23,Human,3,8.0,11.0,4.96655480858378,0.6208193510729725,1,12,5.173913043478261,4.0,2.9288990944520505
pride_and_prejudice_TPride_P23,AI,4,4.0,3.5,2.5495097567963922,0.6373774391990981,1,8,4.733333333333333,5.0,2.379542439676633
pride_and_prejudice_TPride_P24,Human,5,25.8,25.0,22.26566864030811,0.8630104124150431,1,61,4.734375,4.0,2.765536721754929
pride_and_prejudice_TPride_P24,AI,4,9.25,7.5,7.292976072907411,0.7884298457197201,1,21,4.805555555555555,4.0,3.1694675722206127
pride_and_prejudice_TPride_P25,Human,3,26.0,24.0,21.275964529643932,0.8183063280632281,1,53,4.571428571428571,4.0,2.5555062599997593
pride_and_prejudice_TPride_P25,AI,2,12.0,12.0,3.0,0.25,9,15,5.625,5.0,2.6896793489187516
pride_and_prejudice_TPride_P26,Human,2,3.0,3.0,2.0,0.6666666666666666,1,5,4.0,4.0,1.4142135623730951
pride_and_prejudice_TPride_P26,AI,2,2.0,2.0,1.0,0.5,1,3,4.666666666666667,6.0,1.8856180831641267
pride_and_prejudice_TPride_P27,Human,3,7.333333333333333,6.0,5.792715732327589,0.7899157816810349,1,15,4.9523809523809526,4.0,3.031205802445628
pride_and_prejudice_TPride_P27,AI,2,4.5,4.5,3.5,0.7777777777777778,1,8,6.625,6.0,3.8058343369095824
pride_and_prejudice_TPride_P28,Human,9,10.222222222222221,9.0,5.0061690338083595,0.48973392722038306,1,19,4.285714285714286,4.0,2.3686863530755753
pride_and_prejudice_TPride_P28,AI,5,5.4,3.0,4.586937976471886,0.8494329586059048,1,14,4.846153846153846,4.0,3.0469695877443628
pride_and_prejudice_TPride_P29,Human,13,22.46153846153846,20.0,18.45416519427935,0.8215895463206561,1,55,4.6506849315068495,4.0,2.6755935604519316
pride_and_prejudice_TPride_P29,AI,7,7.0,6.0,5.18238775634773,0.7403411080496757,1,14,5.326530612244898,5.0,2.4527182347058964
pride_and_prejudice_TPride_P30,Human,4,43.75,53.0,26.05163142684158,0.5954658611849504,1,68,4.748571428571428,3.0,2.963527958225411
pride_and_prejudice_TPride_P30,AI,4,8.0,8.5,4.636809247747852,0.5796011559684815,1,14,5.375,5.5,2.9341736485763756
pride_and_prejudice_TPride_P31,Human,10,17.7,15.0,13.319534526401437,0.7525160749379344,2,50,4.4576271186440675,4.0,2.321518355899583
pride_and_prejudice_TPride_P31,AI,8,5.5,3.0,4.924428900898052,0.8953507092541912,1,15,5.162790697674419,5.0,2.6141852086318873
pride_and_prejudice_TPride_P32,Human,7,30.142857142857142,31.0,17.373449130609547,0.5763703503045822,6,57,4.668246445497631,4.0,2.6383763238909657
pride_and_prejudice_TPride_P32,AI,6,6.166666666666667,5.0,2.1147629234082532,0.34293452812025726,4,10,6.5,7.0,2.9953667926019047
pride_and_prejudice_TPride_P33,Human,7,10.857142857142858,8.0,6.620931557860838,0.6098226434871824,1,22,4.013333333333334,3.0,2.397183532583371
pride_and_prejudice_TPride_P33,AI,4,4.0,3.5,2.5495097567963922,0.6373774391990981,1,8,4.714285714285714,4.5,2.0503857277724746
pride_and_prejudice_TPride_P34,Human,5,9.2,8.0,6.305553108173779,0.6853862074101934,1,20,4.288888888888889,3.0,2.910686992005856
pride_and_prejudice_TPride_P34,AI,3,5.666666666666667,8.0,3.299831645537222,0.5823232315653921,1,8,5.125,5.0,2.54644359843292
pride_and_prejudice_TPride_P35,Human,8,19.875,18.5,14.606826315117189,0.7349346573643869,1,50,4.012658227848101,3.0,2.4024969652430204
pride_and_prejudice_TPride_P35,AI,4,3.0,2.5,1.8708286933869707,0.6236095644623235,1,6,6.1,5.0,2.879236009777594
pride_and_prejudice_TPride_P36,Human,7,6.571428571428571,3.0,6.565214453186318,0.9990543733109615,1,21,4.159090909090909,4.0,2.392632458745937
pride_and_prejudice_TPride_P36,AI,2,5.5,5.5,4.5,0.8181818181818182,1,10,6.1,6.0,2.7367864366808017
pride_and_prejudice_TPride_P37,Human,4,13.75,15.5,8.584142356694699,0.624301262305069,1,23,4.388888888888889,4.0,2.1723571995574615
pride_and_prejudice_TPride_P37,AI,3,4.666666666666667,3.0,3.8586123009300755,0.8268454930564447,1,10,5.846153846153846,6.0,2.741312258646994
pride_and_prejudice_TPride_P38,Human,2,6.0,6.0,5.0,0.8333333333333334,1,11,4.181818181818182,4.0,1.9917183909278768
pride_and_prejudice_TPride_P38,AI,2,4.0,4.0,1.0,0.25,3,5,5.714285714285714,5.0,2.1189138534559038
pride_and_prejudice_TPride_P39,Human,5,21.6,25.0,11.959933110180843,0.5537006069528168,1,37,4.429906542056075,4.0,2.308505806075907
pride_and_prejudice_TPride_P39,AI,4,5.5,6.0,3.570714214271425,0.6492207662311682,1,9,4.809523809523809,5.0,2.4224947318051244
pride_and_prejudice_TPride_P40,Human,8,11.875,10.5,7.6882621573408905,0.6474326027234434,1,23,4.180851063829787,3.0,2.5556061277015436
pride_and_prejudice_TPride_P40,AI,4,8.0,7.0,4.847679857416329,0.6059599821770412,3,15,5.064516129032258,4.0,3.1920817746717374
pride_and_prejudice_TPride_P41,Human,7,11.0,6.0,8.88015443881146,0.8072867671646781,1,24,4.631578947368421,3.5,3.025514768132584
pride_and_prejudice_TPride_P41,AI,3,4.333333333333333,6.0,2.357022603955158,0.5439282932204211,1,6,5.083333333333333,5.0,2.3258809561588105
pride_and_prejudice_TPride_P42,Human,3,31.0,38.0,22.19609575278199,0.716003088799419,1,54,4.510869565217392,4.0,2.5302284018632513
pride_and_prejudice_TPride_P42,AI,3,4.666666666666667,3.0,3.8586123009300755,0.8268454930564447,1,10,5.384615384615385,5.0,1.902971827208151
pride_and_prejudice_TPride_P43,Human,8,10.625,12.5,7.122806679954188,0.6703818051721588,1,19,4.142857142857143,3.0,2.5030593525621763
pride_and_prejudice_TPride_P43,AI,5,2.8,2.0,1.7204650534085253,0.614451804788759,1,6,6.166666666666667,7.0,2.153807997220014
pride_and_prejudice_TPride_P44,Human,2,51.0,51.0,50.0,0.9803921568627451,1,101,4.099009900990099,3.0,2.50348252685698
pride_and_prejudice_TPride_P44,AI,4,5.5,6.0,2.179449471770337,0.39626354032187944,2,8,5.190476190476191,6.0,2.499886618744131
pride_and_prejudice_TPride_P45,Human,2,5.0,5.0,4.0,0.8,1,9,4.777777777777778,5.0,2.57240820062005
pride_and_prejudice_TPride_P45,AI,2,3.0,3.0,2.0,0.6666666666666666,1,5,5.2,4.0,2.4000000000000004
pride_and_prejudice_TPride_P46,Human,2,10.0,10.0,9.0,0.9,1,19,4.842105263157895,5.0,2.8146825172886185
pride_and_prejudice_TPride_P46,AI,2,5.0,5.0,4.0,0.8,1,9,4.333333333333333,5.0,1.3333333333333333
pride_and_prejudice_TPride_P47,Human,13,24.76923076923077,13.0,24.56437021426905,0.9917292322530983,1,89,4.389408099688474,4.0,2.471220004388553
pride_and_prejudice_TPride_P47,AI,4,4.75,5.0,3.2691742076555053,0.6882472016116853,1,8,6.947368421052632,8.0,3.068922049918579
pride_and_prejudice_TPride_P48,Human,19,26.0,21.0,19.989470912668526,0.7688258043334049,1,74,4.333333333333333,4.0,2.4430807375352708
pride_and_prejudice_TPride_P48,AI,3,7.0,7.0,4.898979485566356,0.6998542122237651,1,13,5.809523809523809,6.0,2.7013056387967302
pride_and_prejudice_TPride_P49,Human,3,3.6666666666666665,5.0,1.8856180831641267,0.51425947722658,1,5,3.9,3.5,1.57797338380595
pride_and_prejudice_TPride_P49,AI,3,3.0,3.0,1.632993161855452,0.5443310539518174,1,5,3.75,3.5,1.7853571071357126
pride_and_prejudice_TPride_P50,Human,4,15.0,15.5,10.319883720275147,0.6879922480183431,1,28,4.716666666666667,3.5,2.5105886870524126
pride_and_prejudice_TPride_P50,AI,4,6.5,6.0,4.769696007084728,0.7337993857053428,1,13,4.884615384615385,5.0,2.8328692043569683
pride_and_prejudice_TMarri_P1,Human,12,33.666666666666664,32.5,19.94297425717193,0.5923655719952059,1,70,4.905236907730673,4.0,2.822424897226356
pride_and_prejudice_TMarri_P1,AI,10,27.3,28.5,8.854942122905152,0.32435685431887,10,43,4.966789667896679,4.0,2.8171202399853854
pride_and_prejudice_TMarri_P2,Human,20,28.5,25.0,20.38013738913455,0.7150925399696333,1,73,4.634446397188049,4.0,2.6999853057645824
pride_and_prejudice_TMarri_P2,AI,16,23.1875,22.0,12.197431850598715,0.5260347967913193,3,51,4.808625336927224,4.0,2.6864000094124068
pride_and_prejudice_TMarri_P3,Human,20,22.05,21.0,17.223457840979552,0.7811091991373946,1,60,4.528473804100228,4.0,2.601643985880508
pride_and_prejudice_TMarri_P3,AI,20,17.75,20.5,11.339642851518738,0.6388531183954218,1,39,4.726495726495727,4.0,2.624530124677151
pride_and_prejudice_TReput_P1,Human,12,33.666666666666664,32.5,19.94297425717193,0.5923655719952059,1,70,4.905236907730673,4.0,2.822424897226356
pride_and_prejudice_TReput_P1,AI,12,22.916666666666668,24.0,13.98486284841181,0.6102485606579698,1,58,5.259124087591241,5.0,2.9808403935393044
pride_and_prejudice_TReput_P2,Human,6,31.0,31.5,16.703293088490067,0.5388159060803247,1,55,4.9135135135135135,4.0,3.3824796727111117
pride_and_prejudice_TReput_P2,AI,4,29.25,29.5,20.327014045353536,0.6949406511231978,1,57,4.870689655172414,4.0,2.9288404567213058
pride_and_prejudice_TReput_P3,Human,12,29.916666666666668,30.0,18.741479545530968,0.6264561407976925,1,75,4.553072625698324,4.0,2.6258766134643334
pride_and_prejudice_TReput_P3,AI,9,26.88888888888889,27.0,11.415821812481177,0.4245553566625231,1,45,5.045643153526971,5.0,2.8022648851899206
pride_and_prejudice_TReput_P4,Human,15,17.133333333333333,16.0,13.894203427648844,0.8109457253491543,1,49,4.850980392156862,4.0,2.9441449072539974
pride_and_prejudice_TReput_P4,AI,9,21.444444444444443,19.0,17.07572097785567,0.7962771440450831,1,53,5.135416666666667,4.0,2.970759553782313
pride_and_prejudice_TReput_P5,Human,13,20.846153846153847,22.0,15.878607543320443,0.7617044208972906,1,48,4.620817843866171,4.0,2.5762162249025438
pride_and_prejudice_TReput_P5,AI,13,16.692307692307693,18.0,13.361164247892905,0.800438411164091,1,41,4.897674418604651,4.0,2.8298646834353924
pride_and_prejudice_TReput_P6,Human,5,6.4,5.0,3.9799497484264794,0.6218671481916374,1,13,4.225806451612903,4.0,2.3787998793014995
pride_and_prejudice_TReput_P6,AI,3,13.0,5.0,14.236104336041748,1.0950849489262884,1,33,4.2368421052631575,4.0,2.0187829909484916
pride_and_prejudice_TReput_P7,Human,6,12.5,10.0,9.215023964519391,0.7372019171615513,1,30,5.053333333333334,4.0,3.01946279254366
pride_and_prejudice_TReput_P7,AI,6,11.666666666666666,9.5,8.219218670625303,0.7045044574821688,1,26,5.3428571428571425,5.0,2.887835147084177
pride_and_prejudice_TReput_P8,Human,11,13.272727272727273,8.0,12.158729816218537,0.9160686847835884,1,38,4.794520547945205,4.0,2.4296056622907587
pride_and_prejudice_TReput_P8,AI,9,14.0,13.0,10.219806477837261,0.7299861769883759,1,33,5.26984126984127,5.0,2.821157868825579
pride_and_prejudice_TReput_P9,Human,3,8.0,5.0,7.2571803523590805,0.9071475440448851,1,18,4.6521739130434785,4.0,2.680180001290859
pride_and_prejudice_TReput_P9,AI,3,8.0,5.0,7.2571803523590805,0.9071475440448851,1,18,4.6521739130434785,4.0,2.680180001290859
pride_and_prejudice_TReput_P10,Human,7,12.142857142857142,11.0,7.772268862134539,0.6400692004110797,1,28,4.273809523809524,3.5,2.372216115165765
pride_and_prejudice_TReput_P10,AI,7,12.428571428571429,10.0,8.398250546685182,0.6757213083539801,1,30,4.348837209302325,4.0,2.376079641314929
pride_and_prejudice_TReput_P11,Human,4,43.0,43.0,12.041594578792296,0.2800370832277278,30,56,4.738372093023256,4.0,2.525712821540806
pride_and_prejudice_TReput_P11,AI,4,39.0,40.0,9.669539802906858,0.24793691802325277,27,49,5.0576923076923075,4.0,2.5875450810277845
pride_and_prejudice_TReput_P12,Human,8,16.0,16.0,8.139410298049853,0.5087131436281158,6,34,4.890625,4.0,2.6197398934579366
pride_and_prejudice_TReput_P12,AI,5,20.8,17.0,6.705221845696084,0.3223664348892348,15,33,5.028846153846154,5.0,2.7190804821922896
pride_and_prejudice_TReput_P13,Human,7,16.571428571428573,12.0,12.222428363547106,0.737560332283015,1,40,4.078260869565217,3.0,2.2463412806914214
pride_and_prejudice_TReput_P13,AI,7,16.285714285714285,12.0,11.828709453991115,0.7263242647187527,1,39,4.070796460176991,3.0,2.252694803768483
pride_and_prejudice_TReput_P14,Human,2,17.5,17.5,16.5,0.9428571428571428,1,34,4.9411764705882355,4.0,2.5430548613196806
pride_and_prejudice_TReput_P14,AI,2,18.5,18.5,17.5,0.9459459459459459,1,36,4.944444444444445,4.0,2.5706078447242833
pride_and_prejudice_TReput_P15,Human,5,23.6,28.0,16.05739704933524,0.6803981800565779,1,42,4.299145299145299,4.0,2.5361150627222715
pride_and_prejudice_TReput_P15,AI,5,23.6,28.0,16.05739704933524,0.6803981800565779,1,42,4.299145299145299,4.0,2.5361150627222715
pride_and_prejudice_TReput_P16,Human,3,9.0,5.0,8.640987597877148,0.9601097330974608,1,21,4.230769230769231,4.0,2.664693550105965
pride_and_prejudice_TReput_P16,AI,3,9.0,5.0,8.640987597877148,0.9601097330974608,1,21,4.230769230769231,4.0,2.664693550105965
pride_and_prejudice_TReput_P17,Human,3,7.333333333333333,6.0,5.792715732327589,0.7899157816810349,1,15,4.571428571428571,4.0,2.770102775666474
pride_and_prejudice_TReput_P17,AI,3,7.333333333333333,6.0,5.792715732327589,0.7899157816810349,1,15,4.571428571428571,4.0,2.770102775666474
pride_and_prejudice_TReput_P18,Human,4,15.75,20.0,8.584142356694699,0.5450249115361714,1,22,4.161290322580645,4.0,2.3154010896679176
pride_and_prejudice_TReput_P18,AI,4,15.5,19.5,8.440971508067067,0.5445788069720688,1,22,4.213114754098361,4.0,2.3196576492625622
pride_and_prejudice_TReput_P19,Human,7,5.0,5.0,2.2038926600773587,0.44077853201547174,1,8,4.2727272727272725,4.0,2.53786748075274
pride_and_prejudice_TReput_P19,AI,7,5.0,5.0,2.2038926600773587,0.44077853201547174,1,8,4.2727272727272725,4.0,2.53786748075274
pride_and_prejudice_TReput_P20,Human,8,46.75,57.0,34.079869424632484,0.7289811641632616,1,90,4.626344086021505,4.0,2.7243731783546363
pride_and_prejudice_TReput_P20,AI,9,41.44444444444444,40.0,30.78640071745644,0.7428354060512279,1,90,4.652291105121294,4.0,2.740406226679808
pride_and_prejudice_TReput_P21,Human,4,43.75,53.0,26.05163142684158,0.5954658611849504,1,68,4.748571428571428,3.0,2.963527958225411
pride_and_prejudice_TReput_P21,AI,4,43.75,53.0,26.394838510587633,0.6033105945277173,1,68,4.771428571428571,3.0,2.9557277497449332
pride_and_prejudice_TReput_P22,Human,5,21.6,25.0,11.959933110180843,0.5537006069528168,1,37,4.429906542056075,4.0,2.308505806075907
pride_and_prejudice_TReput_P22,AI,5,22.0,25.0,12.165525060596439,0.5529784118452926,1,37,4.440366972477064,4.0,2.3243078980162553
pride_and_prejudice_TReput_P23,Human,3,31.0,38.0,22.19609575278199,0.716003088799419,1,54,4.510869565217392,4.0,2.5302284018632513
pride_and_prejudice_TReput_P23,AI,3,31.0,38.0,22.19609575278199,0.716003088799419,1,54,4.510869565217392,4.0,2.5302284018632513
pride_and_prejudice_TReput_P24,Human,8,10.625,12.5,7.122806679954188,0.6703818051721588,1,19,4.142857142857143,3.0,2.5030593525621763
pride_and_prejudice_TReput_P24,AI,8,10.625,12.5,7.122806679954188,0.6703818051721588,1,19,4.142857142857143,3.0,2.5030593525621763
pride_and_prejudice_TReput_P25,Human,2,51.0,51.0,50.0,0.9803921568627451,1,101,4.099009900990099,3.0,2.50348252685698
pride_and_prejudice_TReput_P25,AI,2,51.0,51.0,50.0,0.9803921568627451,1,101,4.099009900990099,3.0,2.50348252685698
pride_and_prejudice_TReput_P26,Human,4,8.75,9.5,5.3091901453988255,0.6067645880455801,1,15,4.088235294117647,3.0,2.747915221087386
pride_and_prejudice_TReput_P26,AI,4,8.75,9.5,5.3091901453988255,0.6067645880455801,1,15,4.088235294117647,3.0,2.747915221087386
pride_and_prejudice_TReput_P27,Human,8,14.0,8.5,12.922847983320086,0.9230605702371489,1,43,4.495495495495495,4.0,2.393210644075579
pride_and_prejudice_TReput_P27,AI,8,14.0,8.5,12.922847983320086,0.9230605702371489,1,43,4.495495495495495,4.0,2.393210644075579
pride_and_prejudice_TReput_P28,Human,3,7.666666666666667,7.0,5.734883511361751,0.7480282840906631,1,15,4.409090909090909,3.0,3.0549377453721007
pride_and_prejudice_TReput_P28,AI,3,7.666666666666667,7.0,5.734883511361751,0.7480282840906631,1,15,4.409090909090909,3.0,3.0549377453721007
pride_and_prejudice_TReput_P29,Human,2,25.0,25.0,24.0,0.96,1,49,4.408163265306122,4.0,2.258032079334486
pride_and_prejudice_TReput_P29,AI,2,25.0,25.0,24.0,0.96,1,49,4.408163265306122,4.0,2.258032079334486
pride_and_prejudice_TReput_P30,Human,13,21.384615384615383,24.0,12.288446490902066,0.5746395841069312,4,43,4.310469314079422,4.0,2.498591400273456
pride_and_prejudice_TReput_P30,AI,13,21.384615384615383,24.0,12.288446490902066,0.5746395841069312,4,43,4.310469314079422,4.0,2.498591400273456
pride_and_prejudice_TReput_P31,Human,19,26.0,21.0,19.989470912668526,0.7688258043334049,1,74,4.333333333333333,4.0,2.4430807375352708
pride_and_prejudice_TReput_P31,AI,19,25.94736842105263,21.0,20.001246498552156,0.7708391145486633,1,74,4.336065573770492,4.0,2.4414811942608914
pride_and_prejudice_TReput_P32,Human,6,18.166666666666668,20.0,11.880188924797825,0.6539553536585958,1,37,4.027777777777778,3.5,2.343068316503484
pride_and_prejudice_TReput_P32,AI,6,18.166666666666668,20.0,11.880188924797825,0.6539553536585958,1,37,4.027777777777778,3.5,2.343068316503484
pride_and_prejudice_TReput_P33,Human,2,43.0,43.0,42.0,0.9767441860465116,1,85,4.094117647058823,3.0,2.4428697175140974
pride_and_prejudice_TReput_P33,AI,2,43.0,43.0,42.0,0.9767441860465116,1,85,4.094117647058823,3.0,2.4428697175140974
pride_and_prejudice_TReput_P34,Human,7,13.285714285714286,11.0,9.145089013302412,0.6883400332593212,1,24,4.456521739130435,4.0,2.6597361894280978
pride_and_prejudice_TReput_P34,AI,7,13.285714285714286,11.0,9.145089013302412,0.6883400332593212,1,24,4.456521739130435,4.0,2.6597361894280978
pride_and_prejudice_TReput_P35,Human,5,25.4,15.0,24.73539973398449,0.9738346351962398,1,57,4.952755905511811,4.0,2.7432329559580064
pride_and_prejudice_TReput_P35,AI,5,25.4,15.0,24.73539973398449,0.9738346351962398,1,57,4.952755905511811,4.0,2.7432329559580064
pride_and_prejudice_TReput_P36,Human,9,27.77777777777778,25.0,17.299825161465765,0.6227937058127675,7,67,4.684,4.0,2.512398057633384
pride_and_prejudice_TReput_P36,AI,9,27.77777777777778,25.0,17.299825161465765,0.6227937058127675,7,67,4.684,4.0,2.512398057633384
pride_and_prejudice_TReput_P37,Human,1,2.0,2.0,0.0,0.0,2,2,5.5,5.5,1.5
pride_and_prejudice_TReput_P37,AI,3,9.333333333333334,2.0,11.08552609887726,1.1877349391654206,1,25,5.769230769230769,6.0,2.606319130168833
pride_and_prejudice_TReput_P38,Human,2,1.5,1.5,0.5,0.3333333333333333,1,2,4.0,4.0,1.0
pride_and_prejudice_TReput_P38,AI,1,6.0,6.0,0.0,0.0,6,6,5.333333333333333,5.0,1.7950549357115013
pride_and_prejudice_TReput_P39,Human,1,1.0,1.0,0.0,0.0,1,1,12.0,12.0,0.0
pride_and_prejudice_TReput_P39,AI,2,14.5,14.5,13.5,0.9310344827586207,1,28,5.0,4.0,3.035504194410825
pride_and_prejudice_TReput_P40,Human,2,2.5,2.5,1.5,0.6,1,4,3.5,3.5,1.118033988749895
pride_and_prejudice_TReput_P40,AI,2,9.0,9.0,8.0,0.8888888888888888,1,17,5.235294117647059,5.0,2.818623188402574
pride_and_prejudice_TReput_P41,Human,4,9.5,7.0,8.200609733428363,0.8632220772029856,1,23,4.324324324324325,4.0,2.589522068541294
pride_and_prejudice_TReput_P41,AI,4,9.5,7.0,8.200609733428363,0.8632220772029856,1,23,4.324324324324325,4.0,2.589522068541294
pride_and_prejudice_TReput_P42,Human,3,6.666666666666667,7.0,4.4969125210773475,0.6745368781616021,1,12,3.4210526315789473,3.0,1.3500795093032274
pride_and_prejudice_TReput_P42,AI,3,6.666666666666667,7.0,4.4969125210773475,0.6745368781616021,1,12,3.4210526315789473,3.0,1.3500795093032274
pride_and_prejudice_TReput_P43,Human,2,17.5,17.5,16.5,0.9428571428571428,1,34,3.676470588235294,4.0,1.9511774459555278
pride_and_prejudice_TReput_P43,AI,2,17.5,17.5,16.5,0.9428571428571428,1,34,3.676470588235294,4.0,1.9511774459555278
pride_and_prejudice_TReput_P44,Human,1,5.0,5.0,0.0,0.0,5,5,6.25,5.5,3.766629793329841
pride_and_prejudice_TReput_P44,AI,1,18.0,18.0,0.0,0.0,18,18,6.0,5.0,3.9107694443752146
pride_and_prejudice_TReput_P45,Human,5,11.0,7.0,10.353743284435827,0.9412493894941661,1,27,3.9814814814814814,3.0,2.1212395113404523
pride_and_prejudice_TReput_P45,AI,5,11.4,7.0,10.480458005259122,0.9193384215139581,1,28,4.035714285714286,3.5,2.1294221693948345
pride_and_prejudice_TReput_P46,Human,2,5.0,5.0,4.0,0.8,1,9,3.888888888888889,3.0,1.5947444549341472
pride_and_prejudice_TReput_P46,AI,2,5.0,5.0,4.0,0.8,1,9,3.888888888888889,3.0,1.5947444549341472
pride_and_prejudice_TReput_P47,Human,2,2.0,2.0,1.0,0.5,1,3,2.6666666666666665,3.0,1.247219128924647
pride_and_prejudice_TReput_P47,AI,2,2.0,2.0,1.0,0.5,1,3,2.6666666666666665,3.0,1.247219128924647
pride_and_prejudice_TReput_P48,Human,3,26.0,14.0,19.131126469708992,0.735812556527269,11,53,4.82051282051282,4.0,2.4218216800242818
pride_and_prejudice_TReput_P48,AI,3,26.0,14.0,19.131126469708992,0.735812556527269,11,53,4.82051282051282,4.0,2.4218216800242818
pride_and_prejudice_TReput_P49,Human,5,9.0,11.0,4.560701700396552,0.5067446333773947,1,13,3.909090909090909,3.0,2.1300680934290877
pride_and_prejudice_TReput_P49,AI,5,9.0,11.0,4.560701700396552,0.5067446333773947,1,13,3.909090909090909,3.0,2.1300680934290877
pride_and_prejudice_TReput_P50,Human,14,15.857142857142858,12.0,16.119452059356036,1.0165420217611914,1,62,4.701357466063349,4.0,2.5063625757072336
pride_and_prejudice_TReput_P50,AI,13,17.0,13.0,16.200664753692624,0.9529802796289779,1,62,4.701357466063349,4.0,2.5063625757072336
