paragraph_id,label,number_of_sentences,mean_sentence_length,median_sentence_length,standard_deviation_sentence_length,coefficient_of_variation_sentence_length,minimum_sentence_length,maximum_sentence_length,mean_word_length,median_word_length,standard_deviation_word_length
tale_of_two_cities_TFate _P1,Human,1,118.0,118.0,0.0,0.0,118,118,4.016949152542373,3.0,2.254874384292828
tale_of_two_cities_TFate _P1,AI,1,98.0,98.0,0.0,0.0,98,98,4.622448979591836,4.0,2.4054161086099395
tale_of_two_cities_TFate _P2,Human,5,50.6,55.0,13.230268326832983,0.26146775349472295,30,68,4.549407114624506,4.0,2.3088011801785036
tale_of_two_cities_TFate _P2,AI,5,45.2,49.0,12.6554336156451,0.27998746937267915,26,63,4.787610619469026,4.0,2.3945045026026937
tale_of_two_cities_TFate _P3,Human,4,41.75,35.5,23.763154251908563,0.5691773473511034,17,79,4.323353293413174,4.0,2.1702105670012495
tale_of_two_cities_TFate _P3,AI,4,39.0,34.0,17.72004514666935,0.45436013196588076,21,67,4.698717948717949,4.0,2.34362165438635
tale_of_two_cities_TFate _P4,Human,4,21.25,21.5,2.384848003542364,0.11222814134317008,18,24,4.447058823529412,4.0,2.204305318624501
tale_of_two_cities_TFate _P4,AI,4,21.5,22.0,6.103277807866851,0.28387338641241167,14,28,5.151162790697675,5.0,2.3846283014947818
tale_of_two_cities_TFate _P5,Human,9,30.88888888888889,29.0,13.337036522776584,0.4317745636870117,12,60,4.262589928057554,4.0,2.5486849022822686
tale_of_two_cities_TFate _P5,AI,8,33.875,30.5,14.793896545535256,0.43672019322613304,13,60,4.4944649446494465,4.0,2.5132429304324937
tale_of_two_cities_TFate _P6,Human,2,19.0,19.0,1.0,0.05263157894736842,18,20,5.5,5.0,3.050021570242966
tale_of_two_cities_TFate _P6,AI,2,20.5,20.5,2.5,0.12195121951219512,18,23,5.560975609756097,5.0,3.020650717230093
tale_of_two_cities_TFate _P7,Human,4,45.25,49.5,24.873429598670143,0.5496890519043125,10,72,4.464088397790055,4.0,2.3328267236493523
tale_of_two_cities_TFate _P7,AI,4,43.5,48.0,23.521266972678152,0.5407187809811069,10,68,4.862068965517241,4.0,2.533329161187294
tale_of_two_cities_TFate _P8,Human,4,20.0,24.5,11.20267825120404,0.560133912560202,1,30,4.6625,4.0,2.6549187840685446
tale_of_two_cities_TFate _P8,AI,4,20.25,25.5,11.211043662389331,0.553631785797004,1,29,4.814814814814815,4.0,2.802605098132239
tale_of_two_cities_TFate _P9,Human,5,8.0,5.0,5.585696017507576,0.698212002188447,1,16,3.923076923076923,3.0,2.31366747809858
tale_of_two_cities_TFate _P9,AI,5,7.6,5.0,5.851495535331117,0.7699336230698839,1,16,4.216216216216216,4.0,2.428826155530916
tale_of_two_cities_TFate _P10,Human,5,5.2,6.0,3.3105890714493698,0.6366517445094941,1,10,3.96,4.0,1.370547335920945
tale_of_two_cities_TFate _P10,AI,5,5.2,6.0,3.3105890714493698,0.6366517445094941,1,10,4.24,4.0,1.6069847541280533
tale_of_two_cities_TFate _P11,Human,3,30.666666666666668,29.0,24.931015935086872,0.8129679109267458,1,62,3.9347826086956523,3.0,2.311616918701708
tale_of_two_cities_TFate _P11,AI,3,28.333333333333332,28.0,22.45489305746572,0.7925256373223196,1,56,4.188235294117647,4.0,2.3085218986185474
tale_of_two_cities_TFate _P12,Human,4,62.0,60.5,38.76209488662861,0.6251950788165905,9,118,4.44758064516129,4.0,2.3922915087528938
tale_of_two_cities_TFate _P12,AI,4,56.25,55.5,35.66072769868837,0.6339684924211265,7,107,4.604444444444445,4.0,2.4871184179068266
tale_of_two_cities_TFate _P13,Human,8,7.0,7.5,4.031128874149275,0.5758755534498964,1,12,4.7272727272727275,4.0,2.4676418294288798
tale_of_two_cities_TFate _P13,AI,8,6.875,7.0,3.75624480032918,0.5463628800478807,1,12,5.056603773584905,5.0,2.4060857929435158
tale_of_two_cities_TFate _P14,Human,2,5.0,5.0,4.0,0.8,1,9,3.3333333333333335,3.0,0.9428090415820634
tale_of_two_cities_TFate _P14,AI,2,5.5,5.5,4.5,0.8181818181818182,1,10,3.9,4.0,1.445683229480096
tale_of_two_cities_TFate _P15,Human,7,13.428571428571429,10.0,13.636685215750541,1.0154978352154658,1,42,4.10752688172043,4.0,2.3161999170470984
tale_of_two_cities_TFate _P15,AI,7,13.857142857142858,10.0,14.6621823695088,1.0580956349130062,1,45,4.4375,4.0,2.621277121938846
tale_of_two_cities_TFate _P16,Human,2,72.0,72.0,71.0,0.9861111111111112,1,143,4.216783216783217,3.0,2.3389073419876296
tale_of_two_cities_TFate _P16,AI,2,67.5,67.5,66.5,0.9851851851851852,1,134,4.425373134328358,4.0,2.4567204983553643
tale_of_two_cities_TFate _P17,Human,1,27.0,27.0,0.0,0.0,27,27,3.8518518518518516,4.0,1.9945054841238907
tale_of_two_cities_TFate _P17,AI,1,27.0,27.0,0.0,0.0,27,27,4.2592592592592595,4.0,2.1010154968419017
tale_of_two_cities_TFate _P18,Human,7,41.714285714285715,46.0,19.89051666149536,0.4768274542139299,4,73,4.633561643835616,4.0,2.2313082776168964
tale_of_two_cities_TFate _P18,AI,7,39.42857142857143,44.0,18.646004113153978,0.4729059014205719,3,66,4.72463768115942,4.0,2.13924040407015
tale_of_two_cities_TFate _P19,Human,2,42.5,42.5,9.5,0.2235294117647059,33,52,4.235294117647059,4.0,2.1012436587637353
tale_of_two_cities_TFate _P19,AI,2,43.0,43.0,9.0,0.20930232558139536,34,52,4.3023255813953485,4.0,2.0177685547426845
tale_of_two_cities_TFate _P20,Human,7,29.857142857142858,30.0,11.141025490482994,0.3731443944180907,15,51,4.4066985645933014,4.0,2.190049945913569
tale_of_two_cities_TFate _P20,AI,7,29.285714285714285,28.0,10.885301829456424,0.37169323320095105,14,49,4.434146341463415,4.0,2.150848925549025
tale_of_two_cities_TFate _P21,Human,8,28.75,33.0,12.764697411219743,0.44398947517286064,6,45,4.834782608695652,4.0,2.72166967545774
tale_of_two_cities_TFate _P21,AI,8,28.5,32.5,13.06713434537198,0.45849594194287646,6,45,4.9035087719298245,4.0,2.681873194032563
tale_of_two_cities_TFate _P22,Human,4,23.75,21.0,8.042853971072706,0.33864648299253497,16,37,4.368421052631579,4.0,2.298982070299111
tale_of_two_cities_TFate _P22,AI,4,22.0,20.5,5.787918451395113,0.26308720233614147,16,31,4.590909090909091,4.0,2.284514886023466
tale_of_two_cities_TFate _P23,Human,3,21.0,23.0,5.0990195135927845,0.24281045302822785,14,26,4.0476190476190474,4.0,2.0581126461880292
tale_of_two_cities_TFate _P23,AI,3,20.0,22.0,4.320493798938574,0.2160246899469287,14,24,4.3,4.0,2.2531459488161585
tale_of_two_cities_TFate _P24,Human,2,18.5,18.5,0.5,0.02702702702702703,18,19,4.388888888888889,4.0,1.989943854285813
tale_of_two_cities_TFate _P24,AI,2,18.0,18.0,0.0,0.0,18,18,4.542857142857143,4.0,1.9761847389474951
tale_of_two_cities_TFate _P25,Human,7,25.714285714285715,19.0,11.385633625812158,0.44277464100380615,16,47,4.305555555555555,4.0,2.196201827960218
tale_of_two_cities_TFate _P25,AI,7,24.714285714285715,18.0,10.937671281457698,0.44256473393181434,15,44,4.554913294797688,4.0,2.3540990246622453
tale_of_two_cities_TFate _P26,Human,2,28.0,28.0,12.0,0.42857142857142855,16,40,4.25,4.0,1.947984306184949
tale_of_two_cities_TFate _P26,AI,2,28.0,28.0,12.0,0.42857142857142855,16,40,4.339285714285714,4.0,1.8734687625048978
tale_of_two_cities_TFate _P27,Human,6,7.333333333333333,3.0,7.086763875156433,0.9663768920667863,1,20,4.116279069767442,4.0,2.059682774463677
tale_of_two_cities_TFate _P27,AI,6,7.333333333333333,3.0,7.086763875156433,0.9663768920667863,1,20,4.186046511627907,4.0,2.2335269215893896
tale_of_two_cities_TFate _P28,Human,5,48.0,46.0,22.054478003344354,0.4594682917363407,21,87,4.620833333333334,4.0,2.3242344916600435
tale_of_two_cities_TFate _P28,AI,5,46.2,46.0,22.833309002420126,0.4942274675848512,19,87,4.744588744588745,4.0,2.339136940712489
tale_of_two_cities_TFate _P29,Human,2,28.5,28.5,15.5,0.543859649122807,13,44,3.982456140350877,3.0,1.8870865697578747
tale_of_two_cities_TFate _P29,AI,2,27.0,27.0,15.0,0.5555555555555556,12,42,4.2407407407407405,4.0,2.12511598973366
tale_of_two_cities_TFate _P30,Human,2,5.5,5.5,4.5,0.8181818181818182,1,10,4.0,4.0,1.7320508075688772
tale_of_two_cities_TFate _P30,AI,2,6.0,6.0,5.0,0.8333333333333334,1,11,4.818181818181818,4.0,2.9485954073139737
tale_of_two_cities_TFate _P31,Human,2,5.5,5.5,4.5,0.8181818181818182,1,10,3.7,4.0,1.3453624047073711
tale_of_two_cities_TFate _P31,AI,2,5.5,5.5,4.5,0.8181818181818182,1,10,3.9,4.0,1.5132745950421556
tale_of_two_cities_TFate _P32,Human,2,2.0,2.0,0.0,0.0,2,2,4.75,5.0,2.8613807855648994
tale_of_two_cities_TFate _P32,AI,2,2.0,2.0,0.0,0.0,2,2,4.75,5.0,2.8613807855648994
tale_of_two_cities_TFate _P33,Human,3,18.0,14.0,6.377042156569663,0.35428011980942575,13,27,4.796296296296297,4.5,2.344257203920771
tale_of_two_cities_TFate _P33,AI,3,17.666666666666668,14.0,5.90668171555645,0.33434047446545945,13,26,4.867924528301887,4.0,2.4109634482963456
tale_of_two_cities_TFate _P34,Human,1,6.0,6.0,0.0,0.0,6,6,6.5,7.0,1.5
tale_of_two_cities_TFate _P34,AI,1,6.0,6.0,0.0,0.0,6,6,6.5,7.0,1.5
tale_of_two_cities_TFate _P35,Human,5,2.0,2.0,1.0954451150103321,0.5477225575051661,1,4,5.625,4.0,2.595067436503337
tale_of_two_cities_TFate _P35,AI,5,2.0,2.0,1.0954451150103321,0.5477225575051661,1,4,5.625,4.0,2.595067436503337
tale_of_two_cities_TFate _P36,Human,2,1.0,1.0,0.0,0.0,1,1,3.0,3.0,0.0
tale_of_two_cities_TFate _P36,AI,2,1.0,1.0,0.0,0.0,1,1,3.0,3.0,0.0
tale_of_two_cities_TFate _P37,Human,2,1.0,1.0,0.0,0.0,1,1,3.0,3.0,0.0
tale_of_two_cities_TFate _P37,AI,2,1.0,1.0,0.0,0.0,1,1,3.0,3.0,0.0
tale_of_two_cities_TFate _P38,Human,4,44.0,46.5,14.124446891825535,0.3210101566323985,22,61,4.1477272727272725,4.0,2.0451704348141786
tale_of_two_cities_TFate _P38,AI,4,38.75,41.5,11.882234638316145,0.30663831324686824,21,51,4.464516129032258,4.0,2.215131014416569
tale_of_two_cities_TFate _P39,Human,2,2.0,2.0,1.0,0.5,1,3,6.333333333333333,6.0,1.247219128924647
tale_of_two_cities_TFate _P39,AI,2,2.0,2.0,1.0,0.5,1,3,6.333333333333333,6.0,1.247219128924647
tale_of_two_cities_TFate _P40,Human,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.142857142857143,3.0,1.124858267715973
tale_of_two_cities_TFate _P40,AI,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.4285714285714284,4.0,1.049781318335648
tale_of_two_cities_TFate _P41,Human,2,10.5,10.5,9.5,0.9047619047619048,1,20,4.35,4.0,2.2422087324778666
tale_of_two_cities_TFate _P41,AI,2,9.5,9.5,8.5,0.8947368421052632,1,18,4.222222222222222,4.0,2.249828525701843
tale_of_two_cities_TFate _P42,Human,2,5.0,5.0,4.0,0.8,1,9,3.2,3.5,1.16619037896906
tale_of_two_cities_TFate _P42,AI,2,5.0,5.0,4.0,0.8,1,9,3.4,4.0,1.1135528725660044
tale_of_two_cities_TFate _P43,Human,6,4.666666666666667,3.0,4.0276819911981905,0.8630747123996122,1,12,4.115384615384615,4.0,1.9280704399221975
tale_of_two_cities_TFate _P43,AI,6,4.666666666666667,3.0,4.0276819911981905,0.8630747123996122,1,12,4.153846153846154,4.0,1.895182306885372
tale_of_two_cities_TFate _P44,Human,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.0,3.5,1.1547005383792515
tale_of_two_cities_TFate _P44,AI,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.0,3.5,1.1547005383792515
tale_of_two_cities_TFate _P45,Human,3,14.666666666666666,4.0,15.797327481430381,1.077090510097526,3,37,4.25,4.0,2.4965885815357214
tale_of_two_cities_TFate _P45,AI,3,14.0,4.0,16.30950643030009,1.1649647450214349,1,37,4.404761904761905,4.0,2.39105001650026
tale_of_two_cities_TFate _P46,Human,1,15.0,15.0,0.0,0.0,15,15,3.6,3.0,2.0264912204760885
tale_of_two_cities_TFate _P46,AI,1,15.0,15.0,0.0,0.0,15,15,3.6,3.0,2.0264912204760885
tale_of_two_cities_TFate _P47,Human,3,10.333333333333334,11.0,7.363574011458175,0.7126039365927266,1,19,4.225806451612903,4.0,1.9295608295146038
tale_of_two_cities_TFate _P47,AI,3,10.0,11.0,6.97614984548545,0.697614984548545,1,18,4.266666666666667,4.0,1.9310331143946984
tale_of_two_cities_TFate _P48,Human,2,2.0,2.0,0.0,0.0,2,2,5.75,5.0,3.5619517121937516
tale_of_two_cities_TFate _P48,AI,2,2.0,2.0,0.0,0.0,2,2,5.75,5.0,3.5619517121937516
tale_of_two_cities_TFate _P49,Human,1,36.0,36.0,0.0,0.0,36,36,4.027777777777778,3.0,2.101403117378575
tale_of_two_cities_TFate _P49,AI,1,39.0,39.0,0.0,0.0,39,39,4.128205128205129,4.0,2.015064892757795
tale_of_two_cities_TFate _P50,Human,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.5,3.5,0.5
tale_of_two_cities_TFate _P50,AI,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.5,3.5,0.5
tale_of_two_cities_TResur_P1,Human,6,24.666666666666668,23.5,17.035909785574184,0.6906449913070615,1,51,5.04054054054054,4.0,2.891923465349238
tale_of_two_cities_TResur_P1,AI,5,28.2,34.0,14.770240350109406,0.523767388301752,1,45,5.00709219858156,4.0,2.7223697798884294
tale_of_two_cities_TResur_P2,Human,4,79.5,57.0,67.02424934305493,0.8430723187805652,16,188,4.7924528301886795,4.0,2.6848643353710324
tale_of_two_cities_TResur_P2,AI,9,32.888888888888886,29.0,14.129908739537361,0.4296256035670144,16,62,5.1824324324324325,5.0,2.902787947311385
tale_of_two_cities_TResur_P3,Human,6,3.3333333333333335,1.5,3.5901098714230026,1.0770329614269007,1,11,4.111111111111111,3.0,2.23330569358242
tale_of_two_cities_TResur_P3,AI,6,3.0,1.5,3.605551275463989,1.2018504251546631,1,11,4.3125,3.5,1.9911915402592488
tale_of_two_cities_TResur_P4,Human,4,10.25,8.0,8.46684711093805,0.826033864481761,1,24,4.0256410256410255,3.0,1.967520624948808
tale_of_two_cities_TResur_P4,AI,4,10.75,8.5,8.78564169540279,0.8172689949211898,1,25,3.902439024390244,3.0,1.7916456265567764
tale_of_two_cities_TResur_P5,Human,7,9.571428571428571,6.0,9.31752791949733,0.9734730662161389,1,29,4.107692307692307,4.0,2.031468411106962
tale_of_two_cities_TResur_P5,AI,7,9.428571428571429,7.0,9.30218319777126,0.9865951876424064,1,30,4.328125,4.0,2.150978610859485
tale_of_two_cities_TResur_P6,Human,9,30.88888888888889,29.0,13.337036522776584,0.4317745636870117,12,60,4.262589928057554,4.0,2.5486849022822686
tale_of_two_cities_TResur_P6,AI,9,28.88888888888889,23.0,11.985588053477157,0.4148857403126708,15,51,4.415384615384616,4.0,2.530687396385585
tale_of_two_cities_TResur_P7,Human,2,4.5,4.5,3.5,0.7777777777777778,1,8,3.875,3.5,1.6909686573085854
tale_of_two_cities_TResur_P7,AI,2,4.5,4.5,3.5,0.7777777777777778,1,8,3.875,3.5,1.6909686573085854
tale_of_two_cities_TResur_P8,Human,1,41.0,41.0,0.0,0.0,41,41,4.682926829268292,4.0,2.925406158086086
tale_of_two_cities_TResur_P8,AI,1,42.0,42.0,0.0,0.0,42,42,4.357142857142857,4.0,2.3281039554132636
tale_of_two_cities_TResur_P9,Human,7,17.142857142857142,18.0,12.182288917330194,0.7106335201775946,3,43,4.166666666666667,4.0,2.4506235034283734
tale_of_two_cities_TResur_P9,AI,7,16.428571428571427,16.0,11.794152823171597,0.7179049544539233,2,41,4.2956521739130435,4.0,2.4670838728220716
tale_of_two_cities_TResur_P10,Human,7,13.428571428571429,10.0,13.636685215750541,1.0154978352154658,1,42,4.10752688172043,4.0,2.3161999170470984
tale_of_two_cities_TResur_P10,AI,7,9.857142857142858,8.0,8.270922757788645,0.8390791203553697,1,22,4.205882352941177,4.0,1.9445158442430113
tale_of_two_cities_TResur_P11,Human,6,10.833333333333334,4.0,12.615026313444172,1.1644639673948467,1,36,3.859375,3.0,1.9273296576805432
tale_of_two_cities_TResur_P11,AI,6,11.0,4.0,12.948616399703354,1.1771469454275776,1,37,3.8461538461538463,3.0,1.9153691689213435
tale_of_two_cities_TResur_P12,Human,13,13.307692307692308,13.0,9.400365094257001,0.7063858163314509,1,29,4.4476744186046515,4.0,2.438224036493835
tale_of_two_cities_TResur_P12,AI,13,12.846153846153847,12.0,9.079530264418155,0.7067897810624911,1,28,4.530120481927711,4.0,2.4949942627241195
tale_of_two_cities_TResur_P13,Human,4,33.5,33.0,13.009611831257688,0.3883466218285877,17,51,4.044776119402985,4.0,1.8722867797691607
tale_of_two_cities_TResur_P13,AI,4,28.75,29.0,12.028611723719408,0.41838649473806633,13,44,4.356521739130435,4.0,1.9345432191912162
tale_of_two_cities_TResur_P14,Human,12,27.0,24.5,11.052903087726168,0.4093667810268951,10,49,4.592592592592593,4.0,2.3268575628881587
tale_of_two_cities_TResur_P14,AI,12,25.25,23.5,10.54454835448157,0.41760587542501265,10,46,4.726072607260726,4.0,2.449667604852981
tale_of_two_cities_TResur_P15,Human,8,28.75,33.0,12.764697411219743,0.44398947517286064,6,45,4.834782608695652,4.0,2.72166967545774
tale_of_two_cities_TResur_P15,AI,8,27.75,31.5,11.388041973930374,0.4103798909524459,6,42,4.941441441441442,4.0,2.718172692657962
tale_of_two_cities_TResur_P16,Human,3,9.666666666666666,1.0,12.256517540566824,1.267915607644844,1,27,4.464285714285714,4.0,3.4895982459829593
tale_of_two_cities_TResur_P16,AI,3,9.666666666666666,1.0,12.256517540566824,1.267915607644844,1,27,4.5,4.0,3.4795319882338855
tale_of_two_cities_TResur_P17,Human,7,19.571428571428573,15.0,9.499731467740743,0.4853877392276292,9,37,4.408759124087592,4.0,2.561804634583679
tale_of_two_cities_TResur_P17,AI,6,20.0,19.5,9.092121131323903,0.4546060565661952,9,35,4.8,4.0,2.8594871335025567
tale_of_two_cities_TResur_P18,Human,4,44.75,23.0,44.00213063023199,0.9832878353124467,13,120,4.368715083798882,4.0,2.2368982970730826
tale_of_two_cities_TResur_P18,AI,4,39.75,20.5,38.77096207214879,0.9753701150226111,12,106,4.591194968553459,4.0,2.50085227353851
tale_of_two_cities_TResur_P19,Human,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.5,3.5,0.5
tale_of_two_cities_TResur_P19,AI,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.5,3.5,0.5
tale_of_two_cities_TResur_P20,Human,4,26.5,18.0,19.72941965694886,0.7445064021490135,10,60,4.90566037735849,4.0,2.7214324123928746
tale_of_two_cities_TResur_P20,AI,4,25.5,18.0,18.034688796871432,0.7072426979165267,10,56,5.068627450980392,4.0,2.928091809612696
tale_of_two_cities_TResur_P21,Human,3,4.0,3.0,2.160246899469287,0.5400617248673217,2,7,4.2727272727272725,4.0,2.04898684901539
tale_of_two_cities_TResur_P21,AI,3,4.0,3.0,2.160246899469287,0.5400617248673217,2,7,4.2727272727272725,4.0,2.04898684901539
tale_of_two_cities_TResur_P22,Human,1,7.0,7.0,0.0,0.0,7,7,5.142857142857143,7.0,2.747912008810192
tale_of_two_cities_TResur_P22,AI,1,7.0,7.0,0.0,0.0,7,7,5.142857142857143,7.0,2.747912008810192
tale_of_two_cities_TResur_P23,Human,2,49.0,49.0,6.0,0.12244897959183673,43,55,4.081632653061225,4.0,2.2797845825005587
tale_of_two_cities_TResur_P23,AI,2,45.5,45.5,4.5,0.0989010989010989,41,50,4.175824175824176,4.0,2.438669275899815
tale_of_two_cities_TResur_P24,Human,2,2.0,2.0,0.0,0.0,2,2,5.75,5.0,3.5619517121937516
tale_of_two_cities_TResur_P24,AI,2,2.0,2.0,0.0,0.0,2,2,5.75,5.0,3.5619517121937516
tale_of_two_cities_TResur_P25,Human,2,5.5,5.5,4.5,0.8181818181818182,1,10,3.7,4.0,1.3453624047073711
tale_of_two_cities_TResur_P25,AI,2,6.5,6.5,5.5,0.8461538461538461,1,12,3.75,4.0,1.3616778865306827
tale_of_two_cities_TResur_P26,Human,1,23.0,23.0,0.0,0.0,23,23,3.6956521739130435,4.0,1.5724470713065324
tale_of_two_cities_TResur_P26,AI,1,22.0,22.0,0.0,0.0,22,22,4.090909090909091,4.0,1.4742977036569869
tale_of_two_cities_TResur_P27,Human,1,32.0,32.0,0.0,0.0,32,32,5.25,5.0,2.449489742783178
tale_of_two_cities_TResur_P27,AI,1,32.0,32.0,0.0,0.0,32,32,5.375,5.0,2.5341418665891617
tale_of_two_cities_TResur_P28,Human,2,5.5,5.5,0.5,0.09090909090909091,5,6,5.0,4.5,2.756809750418044
tale_of_two_cities_TResur_P28,AI,2,5.5,5.5,0.5,0.09090909090909091,5,6,5.0,4.5,2.756809750418044
tale_of_two_cities_TResur_P29,Human,3,4.0,3.0,1.4142135623730951,0.3535533905932738,3,6,4.181818181818182,4.0,2.2489667048823603
tale_of_two_cities_TResur_P29,AI,3,4.0,3.0,1.4142135623730951,0.3535533905932738,3,6,4.545454545454546,4.0,2.4995867427031855
tale_of_two_cities_TResur_P30,Human,7,35.857142857142854,40.0,8.609439527611064,0.24010389120827672,18,45,4.350597609561753,4.0,2.295975528381467
tale_of_two_cities_TResur_P30,AI,7,32.857142857142854,31.0,8.13157112614726,0.2474825994914384,18,43,4.6,4.0,2.39673691215514
tale_of_two_cities_TResur_P31,Human,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.0,3.0,1.0
tale_of_two_cities_TResur_P31,AI,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.0,3.0,1.0
tale_of_two_cities_TResur_P32,Human,7,9.0,9.0,5.9281411203561225,0.6586823467062358,1,19,4.083333333333333,3.0,2.5251512605958655
tale_of_two_cities_TResur_P32,AI,7,9.714285714285714,9.0,6.496466857658327,0.6687539412295338,1,19,3.8,3.0,2.4444599844105883
tale_of_two_cities_TResur_P33,Human,4,5.5,5.5,3.640054944640259,0.6618281717527744,1,10,4.9,4.0,3.2233522922572395
tale_of_two_cities_TResur_P33,AI,4,5.5,5.5,3.640054944640259,0.6618281717527744,1,10,4.9,4.0,3.2233522922572395
tale_of_two_cities_TResur_P34,Human,6,7.833333333333333,7.0,4.94694069321861,0.6315243438151418,1,16,4.022222222222222,4.0,2.049269668159734
tale_of_two_cities_TResur_P34,AI,6,8.0,7.0,5.228129047119374,0.6535161308899218,1,17,3.9565217391304346,3.5,1.9886255001790036
tale_of_two_cities_TResur_P35,Human,1,12.0,12.0,0.0,0.0,12,12,4.666666666666667,4.0,2.592724864350674
tale_of_two_cities_TResur_P35,AI,1,12.0,12.0,0.0,0.0,12,12,4.666666666666667,4.0,2.592724864350674
tale_of_two_cities_TResur_P36,Human,2,2.5,2.5,0.5,0.2,2,3,5.0,5.0,1.7888543819998317
tale_of_two_cities_TResur_P36,AI,2,2.5,2.5,0.5,0.2,2,3,5.0,5.0,1.7888543819998317
tale_of_two_cities_TResur_P37,Human,2,3.0,3.0,2.0,0.6666666666666666,1,5,3.8,4.0,1.6
tale_of_two_cities_TResur_P37,AI,2,3.0,3.0,2.0,0.6666666666666666,1,5,3.8,4.0,1.6
tale_of_two_cities_TResur_P38,Human,2,6.5,6.5,5.5,0.8461538461538461,1,12,4.916666666666667,4.0,2.9568658332016953
tale_of_two_cities_TResur_P38,AI,2,7.0,7.0,6.0,0.8571428571428571,1,13,4.615384615384615,4.0,2.8158469565727886
tale_of_two_cities_TResur_P39,Human,6,8.833333333333334,5.5,7.357913351548039,0.832971322816759,1,19,3.3076923076923075,3.0,1.623605455323495
tale_of_two_cities_TResur_P39,AI,6,8.833333333333334,5.5,7.357913351548039,0.832971322816759,1,19,3.3076923076923075,3.0,1.6817854699288806
tale_of_two_cities_TResur_P40,Human,5,25.4,16.0,12.076423311560422,0.4754497366756072,15,43,4.377952755905512,4.0,2.8888303326227702
tale_of_two_cities_TResur_P40,AI,4,26.25,23.5,14.042346669983617,0.5349465398088997,12,46,4.6380952380952385,4.0,2.801781098562669
tale_of_two_cities_TResur_P41,Human,10,4.7,5.5,2.238302928559939,0.4762346656510509,1,8,4.466666666666667,4.0,2.0933757957476775
tale_of_two_cities_TResur_P41,AI,10,4.7,5.5,2.238302928559939,0.4762346656510509,1,8,4.466666666666667,4.0,2.0933757957476775
tale_of_two_cities_TResur_P42,Human,3,16.333333333333332,15.0,7.408703590297623,0.45359409736516065,8,26,4.040816326530612,3.0,2.099165856428374
tale_of_two_cities_TResur_P42,AI,3,15.0,15.0,6.531972647421808,0.4354648431614539,7,23,4.6,4.0,2.7840817357094805
tale_of_two_cities_TResur_P43,Human,2,5.0,5.0,4.0,0.8,1,9,3.3333333333333335,3.0,0.9428090415820634
tale_of_two_cities_TResur_P43,AI,2,5.0,5.0,4.0,0.8,1,9,3.3333333333333335,3.0,1.632993161855452
tale_of_two_cities_TResur_P44,Human,2,4.0,4.0,3.0,0.75,1,7,3.2857142857142856,3.0,2.1189138534559038
tale_of_two_cities_TResur_P44,AI,2,4.0,4.0,3.0,0.75,1,7,3.2857142857142856,3.0,2.1189138534559038
tale_of_two_cities_TResur_P45,Human,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.142857142857143,3.0,1.124858267715973
tale_of_two_cities_TResur_P45,AI,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.142857142857143,3.0,1.124858267715973
tale_of_two_cities_TResur_P46,Human,4,41.75,35.5,23.763154251908563,0.5691773473511034,17,79,4.323353293413174,4.0,2.1702105670012495
tale_of_two_cities_TResur_P46,AI,4,31.5,24.5,17.38533865071371,0.5519155127210701,16,61,4.476190476190476,4.0,2.1444438569900384
tale_of_two_cities_TResur_P47,Human,7,41.714285714285715,46.0,19.89051666149536,0.4768274542139299,4,73,4.633561643835616,4.0,2.2313082776168964
tale_of_two_cities_TResur_P47,AI,7,40.142857142857146,44.0,18.642720306011224,0.46440940264084896,4,69,4.736654804270462,4.0,2.177621915815976
tale_of_two_cities_TResur_P48,Human,1,36.0,36.0,0.0,0.0,36,36,4.333333333333333,4.0,2.2360679774997894
tale_of_two_cities_TResur_P48,AI,1,34.0,34.0,0.0,0.0,34,34,4.264705882352941,4.0,2.0623918656774363
tale_of_two_cities_TResur_P49,Human,1,52.0,52.0,0.0,0.0,52,52,4.615384615384615,4.0,2.4896234357972706
tale_of_two_cities_TResur_P49,AI,1,51.0,51.0,0.0,0.0,51,51,4.705882352941177,4.0,2.5690016192078393
tale_of_two_cities_TResur_P50,Human,2,2.0,2.0,1.0,0.5,1,3,6.333333333333333,6.0,1.247219128924647
tale_of_two_cities_TResur_P50,AI,2,2.0,2.0,1.0,0.5,1,3,6.333333333333333,6.0,1.247219128924647
tale_of_two_cities_TMob M_P1,Human,6,24.666666666666668,23.5,17.035909785574184,0.6906449913070615,1,51,5.04054054054054,4.0,2.891923465349238
tale_of_two_cities_TMob M_P1,AI,7,25.0,27.0,12.467099559583673,0.49868398238334694,1,40,4.937142857142857,4.0,2.790093261552966
tale_of_two_cities_TMob M_P2,Human,4,79.5,57.0,67.02424934305493,0.8430723187805652,16,188,4.7924528301886795,4.0,2.6848643353710324
